venta_id,cliente_id,producto_id,fecha_compra,cantidad,precio,descuento_pct,tienda_id,campana,es_anonimo
8012824,113872.0,2006,2024-08-17,2,4.66,0.0,1,verano_2024,False
8003111,109134.0,2245,2024-07-15,3,8.66,0.0,1,verano_2024,False
8029597,108641.0,2071,2024-08-10,4,11.92,5.0,4,verano_2024,False
8020156,113977.0,3608,2024-08-22,2,20.8,0.0,2,verano_2024,False
8017321,109541.0,2193,2024-07-13,2,20.19,0.0,3,verano_2024,False
8012452,106682.0,2138,2024-09-05,2,7.32,0.0,1,verano_2024,False
8020399,109027.0,2156,2024-09-02,1,10.91,0.0,2,verano_2024,False
8024976,113458.0,2209,2024-08-14,1,16.25,0.0,1,verano_2024,False
8034778,107568.0,2010,2024-08-08,2,1.66,0.0,3,verano_2024,False
8014910,111394.0,2213,2024-05-08,2,22.25,15.0,5,verano_2024,False
8015199,104892.0,3312,2024-07-20,1,2.06,5.0,4,verano_2024,False
8030672,110725.0,2113,2024-07-17,1,11.65,0.0,1,verano_2024,False
8041783,112378.0,3165,2024-08-29,2,21.08,0.0,3,verano_2024,False
8038264,111235.0,2191,2024-01-08,1,2.7,5.0,5,verano_2024,False
8043016,106019.0,2149,2024-08-09,1,3.29,0.0,5,verano_2024,False
8026725,113823.0,2218,2024-03-08,4,5.98,5.0,2,verano_2024,False
8014498,112758.0,3727,2024-07-19,3,13.58,5.0,1,verano_2024,False
8025445,113868.0,3557,2024-08-23,1,22.94,15.0,2,verano_2024,False
8010592,108171.0,2313,2024-08-07,2,1.26,10.0,4,verano_2024,False
8018349,104110.0,2335,2024-07-14,2,10.42,5.0,3,verano_2024,False
8014651,101406.0,2301,2024-07-18,1,22.03,0.0,1,verano_2024,False
8026241,109868.0,2084,2024-07-24,2,4.98,0.0,3,verano_2024,False
8015577,102964.0,2345,2024-08-22,2,19.25,15.0,4,verano_2024,False
8027995,102471.0,2593,2024-07-19,1,10.75,5.0,4,verano_2024,False
8042039,100729.0,2105,2024-04-08,2,9.93,0.0,1,verano_2024,False
8024278,110373.0,2427,2024-07-07,4,15.11,20.0,2,verano_2024,False
8043069,113683.0,2082,2024-08-20,3,8.87,10.0,1,verano_2024,False
8021136,106751.0,2124,2024-08-22,2,12.45,5.0,5,verano_2024,False
8037153,114745.0,2041,2024-07-25,1,7.91,10.0,1,verano_2024,False
8028086,103027.0,2264,2024-06-08,1,13.32,10.0,5,verano_2024,False
8023754,101250.0,2237,2024-08-09,4,21.66,15.0,1,verano_2024,False
8003248,104893.0,2002,2024-04-08,2,4.87,5.0,1,verano_2024,False
8031881,100777.0,2017,2024-07-01,2,9.17,10.0,2,verano_2024,False
8031889,103025.0,2055,2024-08-29,1,13.03,5.0,2,verano_2024,False
8011710,101196.0,2056,2024-08-16,1,10.74,0.0,1,verano_2024,False
8033515,102246.0,3735,2024-09-03,1,12.79,0.0,1,verano_2024,False
8023262,114280.0,2351,2024-08-20,2,11.43,0.0,2,verano_2024,False
8014864,101902.0,2166,2024-08-30,4,15.81,0.0,2,verano_2024,False
8039824,106173.0,2017,2024-07-31,2,9.17,15.0,3,verano_2024,False
8017737,112325.0,2159,2024-01-08,4,2.46,0.0,3,verano_2024,False
8020079,113025.0,2201,2024-08-15,1,5.81,0.0,1,verano_2024,False
8015190,103863.0,2297,2024-02-09,2,8.15,0.0,2,verano_2024,False
8013903,109306.0,2333,2024-08-19,2,9.89,5.0,5,verano_2024,False
8013619,102644.0,2307,2024-07-30,1,12.74,0.0,1,verano_2024,False
8019795,114270.0,2354,2024-05-07,3,10.62,0.0,2,verano_2024,False
8003645,105940.0,2225,2024-07-21,5,12.39,0.0,1,verano_2024,False
8039985,108554.0,2264,2024-08-14,1,13.32,0.0,2,verano_2024,False
8037395,108909.0,2347,2024-08-05,2,24.81,10.0,5,verano_2024,False
8026467,107721.0,2784,2024-08-18,2,15.1,0.0,1,verano_2024,False
8037900,100218.0,2158,2024-08-11,2,11.97,0.0,1,verano_2024,False
8037735,112956.0,2336,2024-07-20,1,16.14,20.0,4,verano_2024,False
8023106,110397.0,2299,2024-07-23,1,1.73,0.0,2,verano_2024,False
8041175,114888.0,2631,2024-08-02,1,23.98,20.0,1,verano_2024,False
8021574,107294.0,2100,2024-08-30,4,7.03,0.0,2,verano_2024,False
8013801,100825.0,2120,2024-07-09,2,3.88,0.0,1,verano_2024,False
8016014,111318.0,2223,2024-08-30,1,8.84,10.0,2,verano_2024,False
8035110,112409.0,2114,2024-08-24,1,6.47,0.0,2,verano_2024,False
8038360,100673.0,2132,2024-08-27,2,14.67,20.0,2,verano_2024,False
8007479,103394.0,2212,2024-08-09,4,21.38,15.0,2,verano_2024,False
8037875,102201.0,2276,2024-09-06,4,18.3,10.0,4,verano_2024,False
8001854,104753.0,3745,2024-07-26,3,8.77,0.0,1,verano_2024,False
8043502,100813.0,3701,2024-08-15,1,2.08,5.0,2,verano_2024,False
8028328,101681.0,2185,2024-08-24,1,11.68,5.0,1,verano_2024,False
8031082,104859.0,2135,2024-08-19,1,0.8,20.0,1,verano_2024,False
8040684,114262.0,2339,2024-05-07,1,2.4,5.0,3,verano_2024,False
8027827,112953.0,2219,2024-08-23,2,20.27,0.0,5,verano_2024,False
8008071,108463.0,3613,2024-08-09,1,23.89,5.0,2,verano_2024,False
8016706,107176.0,2164,2024-08-25,1,11.63,5.0,2,verano_2024,False
8043372,114677.0,2162,2024-07-24,3,16.04,0.0,1,verano_2024,False
8021295,112394.0,2323,2024-07-18,3,1.78,0.0,2,verano_2024,False
